eventID,energy,recoilAngle,neutronAngle,
3109,2.49124,1.37869,0.374959,
3110,2.28669,0.341173,2.44299,
3111,2.49158,1.38247,0.36757,
3112,2.31135,0.481669,2.15719,
3113,2.2747,0.251708,2.62571,
3115,2.47862,1.26784,0.5918,
3116,2.47733,1.25856,0.609996,
3117,2.49155,1.38211,0.368278,
3118,2.47202,1.22248,0.680725,
3119,2.47039,1.21207,0.701151,
3120,2.44213,1.05776,1.00473,
3121,2.47378,1.23406,0.658019,
3122,2.44558,1.0747,0.971324,
3123,2.49974,1.53789,0.0641825,
3124,2.48223,1.29535,0.53793,
3126,2.48273,1.29933,0.530143,
3127,2.49999,1.56622,0.0089239,
3128,2.48728,1.33855,0.453418,
3129,2.48864,1.35161,0.427891,
3131,2.4911,1.37714,0.377978,
3133,2.44537,1.07365,0.973382,
3134,2.30237,0.434563,2.25284,
3135,2.47429,1.2375,0.651263,
3136,2.32566,0.551135,2.01651,
3137,2.49865,1.4957,0.146507,
3138,2.47124,1.21748,0.690536,
3141,2.4909,1.37486,0.382428,
3143,2.44689,1.08128,0.958344,
3144,2.41525,0.934779,1.24806,
3145,2.48192,1.2929,0.542727,
3146,2.49962,1.53109,0.0774587,
3147,2.44891,1.09147,0.938261,
3148,2.48769,1.34245,0.44579,
3149,2.28425,0.32473,2.47653,
3150,2.46472,1.17751,0.768991,
3151,2.48542,1.32186,0.486062,
3153,2.46486,1.17829,0.767454,
3154,2.49624,1.44531,0.244844,
3156,2.2602,0.0408302,3.05782,
3157,2.38799,0.819095,1.47823,
3159,2.43225,1.01092,1.09725,
3160,2.45567,1.12676,0.868759,
3161,2.49919,1.51272,0.113287,
3162,2.45705,1.13422,0.85408,
3164,2.44605,1.07707,0.966651,
3165,2.42933,0.997495,1.1238,
3166,2.32207,0.534202,2.05076,
3167,2.41791,0.946416,1.22497,
3168,2.46979,1.20826,0.708619,
3170,2.374,0.760849,1.59462,
3171,2.37977,0.784844,1.54663,
3172,2.27984,0.293045,2.54122,
3173,2.45287,1.11189,0.89803,
3175,2.34732,0.648032,1.82103,
3176,2.40455,0.888738,1.3395,
3177,2.40276,0.88114,1.35462,
3178,2.48314,1.3027,0.523554,
3179,2.47826,1.26525,0.596874,
3180,2.49311,1.40067,0.332009,
3182,2.49286,1.39756,0.338096,
3184,2.49342,1.40458,0.324375,
3185,2.32917,0.567349,1.98374,
3187,2.34905,0.655524,1.80596,
3188,2.48716,1.33752,0.455432,
3189,2.35585,0.684585,1.74753,
3190,2.35771,0.692493,1.73165,
3191,2.49959,1.52971,0.0801408,
3192,2.47841,1.2663,0.594823,
3193,2.3045,0.446064,2.22947,
3194,2.35764,0.692205,1.73223,
3195,2.33078,0.574747,1.96879,
3197,2.49321,1.40186,0.329686,
3198,2.33225,0.581433,1.95529,
3199,2.4841,1.31057,0.50815,
3200,2.286,0.33661,2.45229,
3202,2.36098,0.706315,1.7039,
3204,2.42265,0.967389,1.1834,
3205,2.47195,1.22206,0.68154,
3206,2.49577,1.43775,0.259605,
3208,2.27845,0.282424,2.56292,
3209,2.48133,1.28822,0.551893,
3211,2.49314,1.40099,0.331388,
3212,2.49624,1.4453,0.244869,
3213,2.48872,1.35234,0.42646,
3214,2.49139,1.38034,0.371735,
3215,2.49952,1.52586,0.0876509,
3216,2.47604,1.24946,0.627812,
3217,2.37335,0.758105,1.60011,
3218,2.31884,0.518738,2.08207,
3220,2.46309,1.16797,0.787736,
3222,2.47145,1.21884,0.687867,
3223,2.26226,0.101362,2.93365,
3224,2.48743,1.34001,0.450564,
3226,2.34678,0.645692,1.82574,
3228,2.47828,1.26538,0.596624,
3229,2.4645,1.17618,0.771593,
3230,2.49883,1.5009,0.136354,
3231,2.44555,1.07458,0.971547,
3232,2.49568,1.43635,0.26233,
3233,2.46782,1.19608,0.732521,
3234,2.42942,0.997913,1.12297,
3235,2.42276,0.96785,1.18249,
3236,2.43089,1.00465,1.10964,
3237,2.46529,1.18088,0.762367,
