energy;cx;cx_err
1335900 eV ; 1.9153 b ; 0.025261 b
1337200 eV ; 1.8470 b ; 0.025782 b
1338000 eV ; 2.1573 b ; 0.045829 b
1338400 eV ; 2.6063 b ; 0.046730 b
1338900 eV ; 2.9818 b ; 0.047820 b
1339300 eV ; 3.4140 b ; 0.048531 b
1339700 eV ; 3.3729 b ; 0.048009 b
1340100 eV ; 3.0529 b ; 0.046540 b
1340600 eV ; 2.5671 b ; 0.045308 b
1341000 eV ; 2.2304 b ; 0.044455 b
1341400 eV ; 2.1232 b ; 0.044171 b
1341800 eV ; 2.1106 b ; 0.044313 b
1342300 eV ; 2.3124 b ; 0.044455 b
1342700 eV ; 2.6196 b ; 0.045213 b
1343100 eV ; 3.0165 b ; 0.046161 b
1343700 eV ; 3.4799 b ; 0.038626 b
1344300 eV ; 3.7125 b ; 0.039194 b
1345000 eV ; 3.7657 b ; 0.038910 b
1345600 eV ; 3.7043 b ; 0.038673 b
1346200 eV ; 3.4760 b ; 0.038483 b
1346900 eV ; 3.5362 b ; 0.038815 b
1347500 eV ; 3.6187 b ; 0.038815 b
1348500 eV ; 3.7727 b ; 0.027915 b
1349800 eV ; 4.0895 b ; 0.028910 b
1351100 eV ; 4.5623 b ; 0.029858 b
1351900 eV ; 5.0176 b ; 0.052559 b
1352400 eV ; 5.3516 b ; 0.053033 b
1352800 eV ; 5.7005 b ; 0.054502 b
1353200 eV ; 6.0004 b ; 0.055972 b
1353700 eV ; 6.1506 b ; 0.056777 b
1354100 eV ; 5.6283 b ; 0.054408 b
1354500 eV ; 4.6280 b ; 0.051801 b
1355000 eV ; 3.9002 b ; 0.049479 b
1355400 eV ; 3.5498 b ; 0.048673 b
1355800 eV ; 3.6281 b ; 0.048957 b
1356300 eV ; 4.1829 b ; 0.050569 b
1356700 eV ; 4.7936 b ; 0.052275 b
1357100 eV ; 5.3581 b ; 0.054123 b
1357600 eV ; 5.8341 b ; 0.056256 b
1358000 eV ; 6.5189 b ; 0.059384 b
1358500 eV ; 6.9572 b ; 0.062227 b
1358900 eV ; 7.4405 b ; 0.064597 b
1359400 eV ; 8.0399 b ; 0.054313 b
1360100 eV ; 8.2465 b ; 0.054360 b
1360700 eV ; 8.4674 b ; 0.054929 b
1361400 eV ; 8.5769 b ; 0.055924 b
1362100 eV ; 8.5842 b ; 0.056398 b
1362700 eV ; 8.3654 b ; 0.055261 b
1363400 eV ; 8.3618 b ; 0.054028 b
1363900 eV ; 8.1641 b ; 0.064787 b
1364400 eV ; 7.8020 b ; 0.062749 b
1364800 eV ; 7.4607 b ; 0.060711 b
1365200 eV ; 7.3264 b ; 0.059336 b
1365700 eV ; 6.6438 b ; 0.056777 b
1366100 eV ; 6.3657 b ; 0.054739 b
1366500 eV ; 5.8960 b ; 0.053602 b
1367000 eV ; 6.0050 b ; 0.053507 b
1367400 eV ; 6.2120 b ; 0.054787 b
1367800 eV ; 6.8021 b ; 0.080853 b
1368000 eV ; 7.2159 b ; 0.083460 b
1368200 eV ; 7.4781 b ; 0.085166 b
1368400 eV ; 7.7523 b ; 0.086256 b
1368600 eV ; 7.3929 b ; 0.085118 b
1369000 eV ; 7.1686 b ; 0.059336 b
1369400 eV ; 6.7807 b ; 0.057583 b
1369800 eV ; 6.2655 b ; 0.055877 b
1370300 eV ; 5.8671 b ; 0.054360 b
1370700 eV ; 5.6664 b ; 0.053412 b
1371500 eV ; 5.1072 b ; 0.032180 b
1372600 eV ; 4.6841 b ; 0.030948 b
1373700 eV ; 4.2676 b ; 0.030474 b
1374700 eV ; 3.9529 b ; 0.033886 b
1375600 eV ; 3.9223 b ; 0.033791 b
1376500 eV ; 3.9416 b ; 0.033886 b
1377400 eV ; 3.5561 b ; 0.033223 b
1378300 eV ; 3.2350 b ; 0.032227 b
1379100 eV ; 2.8993 b ; 0.031943 b
1380000 eV ; 2.7832 b ; 0.031611 b
1380900 eV ; 2.7476 b ; 0.031469 b
1381800 eV ; 2.5987 b ; 0.031611 b
1382700 eV ; 2.6582 b ; 0.032417 b
1383300 eV ; 3.0303 b ; 0.067014 b
1383500 eV ; 3.2777 b ; 0.068294 b
1383700 eV ; 3.4728 b ; 0.069289 b
1383900 eV ; 3.7117 b ; 0.071137 b
1384200 eV ; 3.8959 b ; 0.072275 b
1384400 eV ; 3.6932 b ; 0.072133 b
1384600 eV ; 3.7659 b ; 0.071374 b
1384800 eV ; 3.6302 b ; 0.069858 b
1385100 eV ; 3.3184 b ; 0.068815 b
1385300 eV ; 3.0245 b ; 0.067583 b
1385700 eV ; 2.5628 b ; 0.038057 b
1386400 eV ; 2.3602 b ; 0.037867 b
1387100 eV ; 2.1824 b ; 0.038199 b
1387800 eV ; 2.1633 b ; 0.037915 b
1388400 eV ; 2.0615 b ; 0.037488 b
1389100 eV ; 2.2290 b ; 0.036825 b
1389800 eV ; 2.2297 b ; 0.036445 b
1390500 eV ; 2.2146 b ; 0.036161 b
1391100 eV ; 2.2439 b ; 0.036114 b
1392000 eV ; 2.2434 b ; 0.028152 b
1393200 eV ; 2.3991 b ; 0.028057 b
1394300 eV ; 2.8731 b ; 0.028294 b
1395200 eV ; 3.4090 b ; 0.037488 b
1395900 eV ; 4.1619 b ; 0.039479 b
1396600 eV ; 5.0512 b ; 0.041896 b
1397300 eV ; 5.8021 b ; 0.043744 b
1397900 eV ; 6.3189 b ; 0.045687 b
1398600 eV ; 6.8663 b ; 0.047630 b
1399300 eV ; 7.0286 b ; 0.049052 b
1400000 eV ; 6.6520 b ; 0.048009 b
1400700 eV ; 5.9009 b ; 0.045924 b
1401300 eV ; 5.2077 b ; 0.044360 b
1402000 eV ; 4.4121 b ; 0.042512 b
1402700 eV ; 3.8466 b ; 0.040900 b
1403400 eV ; 3.3488 b ; 0.039194 b
1404000 eV ; 3.0596 b ; 0.046398 b
1404400 eV ; 3.0084 b ; 0.046114 b
1404900 eV ; 2.9702 b ; 0.045403 b
1405300 eV ; 3.0159 b ; 0.045308 b
1405800 eV ; 2.9527 b ; 0.045071 b
1406300 eV ; 2.7437 b ; 0.044313 b
1406700 eV ; 2.4841 b ; 0.043507 b
1407600 eV ; 2.0280 b ; 0.024787 b
1409000 eV ; 1.7101 b ; 0.024597 b
1410400 eV ; 1.5366 b ; 0.024360 b
1411500 eV ; 1.4614 b ; 0.030047 b
1412500 eV ; 1.4256 b ; 0.030521 b
1413400 eV ; 1.3865 b ; 0.030948 b
1414300 eV ; 1.1432 b ; 0.030853 b
1415300 eV ; 1.1012 b ; 0.030190 b
1416200 eV ; 1.3218 b ; 0.029905 b
1416800 eV ; 1.9625 b ; 0.061801 b
1417000 eV ; 2.4428 b ; 0.063175 b
1417200 eV ; 2.9882 b ; 0.065213 b
1417400 eV ; 3.4240 b ; 0.066967 b
1417700 eV ; 3.9138 b ; 0.068389 b
1417900 eV ; 4.0487 b ; 0.070095 b
1418100 eV ; 4.1133 b ; 0.070806 b
1418400 eV ; 3.8954 b ; 0.070142 b
1418600 eV ; 3.6735 b ; 0.068957 b
1418800 eV ; 3.2696 b ; 0.067488 b
1419100 eV ; 2.9621 b ; 0.065877 b
1419300 eV ; 2.7818 b ; 0.065213 b
1419500 eV ; 2.4815 b ; 0.064645 b
1419800 eV ; 2.2727 b ; 0.064171 b
1420000 eV ; 2.2378 b ; 0.064076 b
1420600 eV ; 2.2242 b ; 0.031943 b
1421300 eV ; 2.2761 b ; 0.045782 b
1421700 eV ; 2.5634 b ; 0.046446 b
1422200 eV ; 3.0059 b ; 0.047204 b
1422700 eV ; 3.3437 b ; 0.048104 b
1423100 eV ; 3.4447 b ; 0.047583 b
1423600 eV ; 3.0480 b ; 0.046635 b
1424100 eV ; 2.5013 b ; 0.045213 b
1424600 eV ; 2.0453 b ; 0.044313 b
1425000 eV ; 1.7320 b ; 0.043839 b
1425700 eV ; 1.5797 b ; 0.030758 b
1427100 eV ; 1.5716 b ; 0.021374 b
1429000 eV ; 1.6140 b ; 0.021848 b
1430900 eV ; 1.7455 b ; 0.021943 b
1432800 eV ; 1.9629 b ; 0.022133 b
1434300 eV ; 2.1747 b ; 0.028578 b
1435500 eV ; 2.4531 b ; 0.029621 b
1436700 eV ; 2.9069 b ; 0.030190 b
1437800 eV ; 3.4309 b ; 0.030569 b
1438700 eV ; 3.9019 b ; 0.050142 b
1439200 eV ; 4.5902 b ; 0.052275 b
1439600 eV ; 5.1439 b ; 0.054408 b
1440100 eV ; 5.3791 b ; 0.055403 b
1440600 eV ; 5.2333 b ; 0.054597 b
1441100 eV ; 4.9136 b ; 0.053270 b
1441500 eV ; 4.7901 b ; 0.052891 b
1442000 eV ; 4.9652 b ; 0.054171 b
1442500 eV ; 5.4326 b ; 0.056114 b
1443000 eV ; 5.8604 b ; 0.059147 b
1443400 eV ; 6.4443 b ; 0.061469 b
1443900 eV ; 7.0411 b ; 0.063886 b
1444400 eV ; 7.6528 b ; 0.065972 b
1444900 eV ; 8.2643 b ; 0.068152 b
1445300 eV ; 8.3903 b ; 0.068863 b
1445800 eV ; 8.5126 b ; 0.069621 b
1446300 eV ; 8.4035 b ; 0.069526 b
1446800 eV ; 7.8218 b ; 0.067962 b
1447300 eV ; 7.2686 b ; 0.065687 b
1447700 eV ; 6.7126 b ; 0.063412 b
1448200 eV ; 5.8548 b ; 0.059905 b
1448700 eV ; 5.1725 b ; 0.056493 b
1449500 eV ; 4.1178 b ; 0.032891 b
1450700 eV ; 3.4798 b ; 0.031232 b
1451900 eV ; 3.0410 b ; 0.030758 b
1453100 eV ; 3.1585 b ; 0.030806 b
1454300 eV ; 3.7349 b ; 0.031611 b
1455200 eV ; 4.3477 b ; 0.051801 b
1455700 eV ; 4.8528 b ; 0.053649 b
1456200 eV ; 5.4012 b ; 0.055355 b
1456600 eV ; 6.1271 b ; 0.057725 b
1457100 eV ; 6.7140 b ; 0.059953 b
1457600 eV ; 7.1203 b ; 0.061611 b
1458100 eV ; 7.5347 b ; 0.063602 b
1458600 eV ; 7.6919 b ; 0.064076 b
1459100 eV ; 7.5159 b ; 0.064123 b
1459500 eV ; 7.1557 b ; 0.062891 b
1460300 eV ; 6.5999 b ; 0.043744 b
1461200 eV ; 5.7780 b ; 0.042133 b
1462200 eV ; 5.0713 b ; 0.040000 b
1463200 eV ; 4.4667 b ; 0.038436 b
1464200 eV ; 3.8312 b ; 0.036967 b
1465100 eV ; 3.1436 b ; 0.035166 b
1465900 eV ; 2.8758 b ; 0.048104 b
1466400 eV ; 2.5242 b ; 0.047299 b
1466800 eV ; 2.4211 b ; 0.046730 b
1467300 eV ; 2.2223 b ; 0.046493 b
1467800 eV ; 2.3660 b ; 0.047346 b
1468300 eV ; 2.8029 b ; 0.049242 b
1468800 eV ; 3.5938 b ; 0.051422 b
1469300 eV ; 4.4342 b ; 0.054265 b
1469800 eV ; 4.7614 b ; 0.054882 b
1470300 eV ; 4.3181 b ; 0.053175 b
1470800 eV ; 3.8906 b ; 0.051469 b
1471300 eV ; 3.4065 b ; 0.049858 b
1471700 eV ; 3.0843 b ; 0.048863 b
1472600 eV ; 2.8231 b ; 0.029621 b
1473800 eV ; 2.4667 b ; 0.028768 b
1474800 eV ; 2.2232 b ; 0.036588 b
1475600 eV ; 2.1485 b ; 0.036303 b
1476300 eV ; 2.3041 b ; 0.036540 b
1477000 eV ; 2.4234 b ; 0.036919 b
1477800 eV ; 2.4885 b ; 0.036825 b
1478500 eV ; 2.5362 b ; 0.036730 b
1479300 eV ; 2.4496 b ; 0.036730 b
1480000 eV ; 2.1131 b ; 0.036398 b
1480700 eV ; 1.8606 b ; 0.036209 b
1481500 eV ; 1.8304 b ; 0.036398 b
1482200 eV ; 1.9502 b ; 0.036635 b
1483000 eV ; 1.9788 b ; 0.036872 b
1483700 eV ; 1.8673 b ; 0.036588 b
1484500 eV ; 1.6787 b ; 0.036209 b
1486000 eV ; 1.5396 b ; 0.020900 b
1488200 eV ; 1.4690 b ; 0.020853 b
1490500 eV ; 1.4659 b ; 0.020332 b
1492700 eV ; 1.5404 b ; 0.020616 b
1494100 eV ; 1.8360 b ; 0.045071 b
1494600 eV ; 2.1131 b ; 0.045261 b
1495100 eV ; 2.3696 b ; 0.045640 b
1495600 eV ; 2.4039 b ; 0.045071 b
1496100 eV ; 2.0817 b ; 0.044739 b
1496600 eV ; 1.8426 b ; 0.043934 b
1497100 eV ; 1.6039 b ; 0.043507 b
1497900 eV ; 1.5523 b ; 0.030379 b
1499200 eV ; 1.6166 b ; 0.023033 b
1501000 eV ; 1.7545 b ; 0.023412 b
1502800 eV ; 2.0747 b ; 0.023791 b
1504600 eV ; 2.4035 b ; 0.024123 b
1505600 eV ; 3.2883 b ; 0.066682 b
1505800 eV ; 3.5198 b ; 0.068436 b
1506100 eV ; 4.0161 b ; 0.070047 b
1506300 eV ; 4.4378 b ; 0.071991 b
1506700 eV ; 4.6877 b ; 0.052085 b
1507200 eV ; 4.8794 b ; 0.052891 b
1507700 eV ; 4.6435 b ; 0.051991 b
1508200 eV ; 4.2986 b ; 0.051185 b
1508800 eV ; 3.9829 b ; 0.050047 b
1509300 eV ; 3.8001 b ; 0.049431 b
1510000 eV ; 3.3693 b ; 0.034739 b
1511100 eV ; 2.9420 b ; 0.034360 b
1512100 eV ; 2.5999 b ; 0.033791 b
1513100 eV ; 2.4850 b ; 0.033081 b
1514100 eV ; 2.8627 b ; 0.033033 b
1514900 eV ; 3.3252 b ; 0.047867 b
1515400 eV ; 3.9896 b ; 0.049668 b
1515900 eV ; 4.8133 b ; 0.053033 b
1516400 eV ; 5.9280 b ; 0.057109 b
1516900 eV ; 7.0855 b ; 0.062464 b
1517500 eV ; 7.7367 b ; 0.065118 b
1518000 eV ; 7.4723 b ; 0.063981 b
1518500 eV ; 6.5956 b ; 0.060000 b
1519000 eV ; 5.4745 b ; 0.055355 b
1519500 eV ; 4.4434 b ; 0.051564 b
1520000 eV ; 3.5994 b ; 0.048863 b
1520800 eV ; 2.9596 b ; 0.033412 b
1521800 eV ; 2.6951 b ; 0.033365 b
1522900 eV ; 2.6148 b ; 0.034739 b
1523900 eV ; 2.7856 b ; 0.036256 b
1524700 eV ; 3.2426 b ; 0.052275 b
1525200 eV ; 3.8356 b ; 0.053791 b
1525700 eV ; 4.6941 b ; 0.055592 b
1526200 eV ; 5.4230 b ; 0.058104 b
1526800 eV ; 5.8860 b ; 0.059953 b
1527300 eV ; 5.8252 b ; 0.058863 b
1527800 eV ; 5.2795 b ; 0.056588 b
1528400 eV ; 4.8628 b ; 0.044502 b
1529200 eV ; 4.5675 b ; 0.043507 b
1530000 eV ; 4.3919 b ; 0.043365 b
1530700 eV ; 4.2731 b ; 0.053175 b
1531200 eV ; 4.5826 b ; 0.054550 b
1531700 eV ; 5.1409 b ; 0.056777 b
1532200 eV ; 5.8199 b ; 0.059763 b
1532600 eV ; 6.2376 b ; 0.087346 b
1532900 eV ; 6.3508 b ; 0.087488 b
1533100 eV ; 6.3034 b ; 0.088009 b
1533400 eV ; 6.2586 b ; 0.085592 b
1533800 eV ; 5.4789 b ; 0.058294 b
1534300 eV ; 4.9022 b ; 0.055829 b
1534800 eV ; 4.4677 b ; 0.053839 b
1535400 eV ; 3.9482 b ; 0.052559 b
1535900 eV ; 3.7343 b ; 0.051611 b
1536400 eV ; 3.5205 b ; 0.051280 b
1536900 eV ; 3.2324 b ; 0.050332 b
1537600 eV ; 2.9815 b ; 0.040427 b
1538400 eV ; 2.7621 b ; 0.039716 b
1539200 eV ; 2.7990 b ; 0.039621 b
1539900 eV ; 3.1602 b ; 0.040190 b
1540700 eV ; 3.8717 b ; 0.041991 b
1541300 eV ; 4.5995 b ; 0.076730 b
1541500 eV ; 4.9694 b ; 0.078863 b
1541800 eV ; 5.4011 b ; 0.081137 b
1542000 eV ; 5.7880 b ; 0.083649 b
1542400 eV ; 6.0183 b ; 0.061517 b
1543000 eV ; 5.8564 b ; 0.061422 b
1543500 eV ; 5.3913 b ; 0.059242 b
1544000 eV ; 4.7754 b ; 0.057156 b
1544500 eV ; 4.4717 b ; 0.055924 b
1545200 eV ; 4.3310 b ; 0.045355 b
1546000 eV ; 4.1176 b ; 0.044787 b
1546800 eV ; 3.9575 b ; 0.044218 b
1547600 eV ; 3.9554 b ; 0.044313 b
1548400 eV ; 4.2798 b ; 0.044929 b
1548900 eV ; 4.5786 b ; 0.079005 b
1549200 eV ; 4.8697 b ; 0.079384 b
1549400 eV ; 4.9098 b ; 0.078578 b
1549700 eV ; 4.7783 b ; 0.078910 b
1550000 eV ; 4.7233 b ; 0.078294 b
1550200 eV ; 4.8126 b ; 0.077299 b
1550500 eV ; 4.4490 b ; 0.075687 b
1550800 eV ; 4.2648 b ; 0.074976 b
1551000 eV ; 3.9957 b ; 0.073981 b
1551700 eV ; 3.5881 b ; 0.035592 b
1552800 eV ; 3.2034 b ; 0.034645 b
1553800 eV ; 2.9255 b ; 0.034502 b
1554500 eV ; 2.6693 b ; 0.068957 b
1554800 eV ; 2.7574 b ; 0.068626 b
1555000 eV ; 2.8518 b ; 0.069100 b
1555300 eV ; 2.8867 b ; 0.069147 b
1555600 eV ; 2.7949 b ; 0.068910 b
1555800 eV ; 2.5204 b ; 0.068626 b
1556100 eV ; 2.7203 b ; 0.068768 b
1556400 eV ; 2.5939 b ; 0.068863 b
1556600 eV ; 2.5995 b ; 0.068815 b
1556900 eV ; 2.7448 b ; 0.068863 b
1557600 eV ; 2.5388 b ; 0.034455 b
1558600 eV ; 2.6956 b ; 0.034787 b
1559700 eV ; 3.2158 b ; 0.035592 b
1560500 eV ; 3.7877 b ; 0.051801 b
1561000 eV ; 4.3771 b ; 0.053649 b
1561600 eV ; 5.0580 b ; 0.055972 b
1562100 eV ; 5.7030 b ; 0.058294 b
1562700 eV ; 5.9489 b ; 0.059479 b
1563200 eV ; 5.7816 b ; 0.058483 b
1563700 eV ; 5.3991 b ; 0.057014 b
1564300 eV ; 4.8605 b ; 0.055024 b
1564800 eV ; 4.2005 b ; 0.053365 b
1565300 eV ; 3.8547 b ; 0.052227 b
1565900 eV ; 3.4583 b ; 0.051848 b
1566400 eV ; 3.3084 b ; 0.051185 b
1567000 eV ; 3.2942 b ; 0.051280 b
1567500 eV ; 3.4757 b ; 0.051137 b
1568000 eV ; 3.5121 b ; 0.050853 b
1568600 eV ; 3.5245 b ; 0.050521 b
1569100 eV ; 3.3427 b ; 0.050237 b
1569700 eV ; 3.1444 b ; 0.049479 b
1570200 eV ; 2.9151 b ; 0.049100 b
1571300 eV ; 2.7509 b ; 0.027820 b
1572900 eV ; 2.5137 b ; 0.027251 b
1574500 eV ; 2.3340 b ; 0.026777 b
1575600 eV ; 2.1849 b ; 0.046351 b
1576200 eV ; 2.2283 b ; 0.046493 b
1576700 eV ; 2.3909 b ; 0.046730 b
1577300 eV ; 2.5608 b ; 0.046872 b
1577800 eV ; 2.4987 b ; 0.046635 b
1578300 eV ; 2.3485 b ; 0.046256 b
1578900 eV ; 2.3999 b ; 0.046066 b
1579400 eV ; 2.5875 b ; 0.046540 b
1580000 eV ; 2.7652 b ; 0.047393 b
1580500 eV ; 2.8725 b ; 0.048246 b
1581100 eV ; 2.6897 b ; 0.048294 b
1581600 eV ; 2.5096 b ; 0.048294 b
1582200 eV ; 2.3840 b ; 0.047915 b
1582700 eV ; 2.2696 b ; 0.047725 b
1583800 eV ; 2.0872 b ; 0.027299 b
1585500 eV ; 1.9166 b ; 0.027346 b
1587100 eV ; 1.6766 b ; 0.027346 b
1588800 eV ; 1.5559 b ; 0.026777 b
1589900 eV ; 1.5915 b ; 0.046493 b
1590400 eV ; 2.0315 b ; 0.047251 b
1591000 eV ; 2.4828 b ; 0.048294 b
1591500 eV ; 2.7882 b ; 0.050095 b
1592100 eV ; 3.1935 b ; 0.050711 b
1592600 eV ; 3.3012 b ; 0.051137 b
1593200 eV ; 3.1826 b ; 0.050900 b
1593900 eV ; 3.0178 b ; 0.041280 b
1594700 eV ; 2.7440 b ; 0.040664 b
1595500 eV ; 2.1145 b ; 0.039431 b
1596400 eV ; 1.7613 b ; 0.038578 b
1597200 eV ; 1.5667 b ; 0.038199 b
1598000 eV ; 1.5647 b ; 0.038436 b
1598900 eV ; 1.8885 b ; 0.038957 b
1599400 eV ; 2.3861 b ; 0.069668 b
1599700 eV ; 2.7440 b ; 0.071043 b
1600000 eV ; 3.1027 b ; 0.071564 b
1600200 eV ; 3.2259 b ; 0.072844 b
1600500 eV ; 3.3131 b ; 0.073412 b
1600800 eV ; 3.2678 b ; 0.073175 b
1601100 eV ; 3.0649 b ; 0.072938 b
1601400 eV ; 2.8916 b ; 0.071943 b
1601600 eV ; 2.6874 b ; 0.070948 b
1601900 eV ; 2.5203 b ; 0.070047 b
1602200 eV ; 2.1804 b ; 0.069716 b
1602500 eV ; 2.1856 b ; 0.068294 b
1603200 eV ; 2.0046 b ; 0.033365 b
1604300 eV ; 1.8400 b ; 0.032512 b
1605400 eV ; 1.7863 b ; 0.032654 b
1606100 eV ; 1.8308 b ; 0.065545 b
1606400 eV ; 1.9275 b ; 0.066019 b
1606700 eV ; 1.9050 b ; 0.065972 b
1606900 eV ; 1.7975 b ; 0.066682 b
1607200 eV ; 1.6833 b ; 0.066825 b
1607500 eV ; 1.8637 b ; 0.066730 b
1607800 eV ; 1.8320 b ; 0.067346 b
1608100 eV ; 1.8536 b ; 0.067678 b
1608600 eV ; 2.0334 b ; 0.039336 b
1609500 eV ; 2.2820 b ; 0.039810 b
1610200 eV ; 2.6433 b ; 0.049431 b
1610700 eV ; 2.7183 b ; 0.049621 b
1611300 eV ; 2.6113 b ; 0.049526 b
1611900 eV ; 2.2959 b ; 0.049052 b
1612400 eV ; 1.8154 b ; 0.048341 b
1613000 eV ; 1.5644 b ; 0.047488 b
1613600 eV ; 1.4219 b ; 0.047488 b
1614100 eV ; 1.2855 b ; 0.047488 b
1614700 eV ; 1.2728 b ; 0.047678 b
1615200 eV ; 1.5537 b ; 0.047820 b
1615800 eV ; 1.7400 b ; 0.047962 b
1616400 eV ; 2.1578 b ; 0.048720 b
1616900 eV ; 2.6739 b ; 0.050000 b
1617500 eV ; 3.3655 b ; 0.051374 b
1617900 eV ; 3.8406 b ; 0.075308 b
1618200 eV ; 4.0414 b ; 0.075782 b
1618500 eV ; 4.2435 b ; 0.076919 b
1618800 eV ; 4.4113 b ; 0.076588 b
1619100 eV ; 3.7011 b ; 0.074692 b
1619300 eV ; 3.4451 b ; 0.072891 b
1619600 eV ; 3.0037 b ; 0.071374 b
1620100 eV ; 2.1247 b ; 0.048768 b
1620600 eV ; 1.4978 b ; 0.047014 b
1621200 eV ; 1.2100 b ; 0.046730 b
1621800 eV ; 1.0863 b ; 0.046446 b
1622300 eV ; 1.1723 b ; 0.046777 b
1622900 eV ; 1.3467 b ; 0.047204 b
1623500 eV ; 1.6469 b ; 0.047962 b
1624000 eV ; 2.2344 b ; 0.049194 b
1624600 eV ; 2.8287 b ; 0.051232 b
1625200 eV ; 3.6425 b ; 0.053081 b
1625700 eV ; 4.2841 b ; 0.054834 b
1626300 eV ; 4.3926 b ; 0.055498 b
1626900 eV ; 4.4433 b ; 0.055829 b
1627500 eV ; 4.3161 b ; 0.055355 b
1628000 eV ; 4.6030 b ; 0.056209 b
1628600 eV ; 5.0795 b ; 0.057204 b
1629000 eV ; 5.3539 b ; 0.082038 b
1629300 eV ; 5.6332 b ; 0.082986 b
1629600 eV ; 5.9052 b ; 0.084028 b
1629900 eV ; 5.8191 b ; 0.084028 b
1630200 eV ; 5.7138 b ; 0.082512 b
1630600 eV ; 5.3254 b ; 0.057204 b
1631200 eV ; 4.7992 b ; 0.055024 b
1631700 eV ; 4.3071 b ; 0.053175 b
1632600 eV ; 3.5612 b ; 0.036445 b
1633700 eV ; 2.9304 b ; 0.035782 b
1634900 eV ; 2.5686 b ; 0.035118 b
1636100 eV ; 2.1434 b ; 0.034408 b
1637200 eV ; 1.8144 b ; 0.033365 b
1638100 eV ; 1.7964 b ; 0.046398 b
1638600 eV ; 1.7934 b ; 0.046303 b
1639200 eV ; 2.1340 b ; 0.047156 b
1639800 eV ; 2.6063 b ; 0.048199 b
1640200 eV ; 3.0985 b ; 0.069810 b
1640500 eV ; 3.2494 b ; 0.070237 b
1640800 eV ; 3.2216 b ; 0.070047 b
1641100 eV ; 3.1774 b ; 0.069621 b
1641500 eV ; 3.1648 b ; 0.049479 b
1642100 eV ; 3.2184 b ; 0.049479 b
1642500 eV ; 3.3039 b ; 0.070664 b
1642800 eV ; 3.6606 b ; 0.072038 b
1643100 eV ; 3.8383 b ; 0.072749 b
1643400 eV ; 4.2622 b ; 0.074597 b
1643700 eV ; 4.7231 b ; 0.076209 b
1644000 eV ; 4.7307 b ; 0.077441 b
1644300 eV ; 4.9908 b ; 0.078673 b
1644600 eV ; 5.1595 b ; 0.078578 b
1644900 eV ; 5.0705 b ; 0.079384 b
1645200 eV ; 4.9792 b ; 0.078863 b
1645400 eV ; 4.7735 b ; 0.077536 b
1645900 eV ; 4.2421 b ; 0.053365 b
1646500 eV ; 3.5715 b ; 0.051374 b
1647000 eV ; 3.1464 b ; 0.050047 b
1647600 eV ; 2.6696 b ; 0.049858 b
1648200 eV ; 2.4295 b ; 0.049905 b
1649100 eV ; 2.3687 b ; 0.035545 b
1650200 eV ; 2.3246 b ; 0.035403 b
1651400 eV ; 2.3912 b ; 0.035403 b
1652100 eV ; 2.7356 b ; 0.071469 b
1652400 eV ; 3.1418 b ; 0.072038 b
1652700 eV ; 3.2452 b ; 0.072180 b
1653000 eV ; 3.3422 b ; 0.072986 b
1653300 eV ; 3.5162 b ; 0.072559 b
1653600 eV ; 3.5096 b ; 0.072749 b
1653900 eV ; 3.2522 b ; 0.070900 b
1654200 eV ; 3.0009 b ; 0.070427 b
1654500 eV ; 2.7159 b ; 0.069716 b
1654800 eV ; 2.4820 b ; 0.068720 b
1655100 eV ; 2.4144 b ; 0.067915 b
1655600 eV ; 2.1451 b ; 0.038910 b
1656500 eV ; 2.0513 b ; 0.039526 b
1657400 eV ; 2.0566 b ; 0.039953 b
1658300 eV ; 1.9499 b ; 0.039621 b
1659200 eV ; 1.7245 b ; 0.038815 b
1660100 eV ; 1.6431 b ; 0.038483 b
1660900 eV ; 1.5772 b ; 0.038246 b
1661800 eV ; 1.5778 b ; 0.038057 b
1662700 eV ; 1.5783 b ; 0.038389 b
1663600 eV ; 1.6491 b ; 0.038294 b
1664500 eV ; 1.6654 b ; 0.038246 b
1665400 eV ; 1.6674 b ; 0.038578 b
1666200 eV ; 1.5743 b ; 0.039242 b
1667300 eV ; 1.4418 b ; 0.034218 b
1668500 eV ; 1.3760 b ; 0.034028 b
1669600 eV ; 1.6008 b ; 0.034408 b
1670500 eV ; 2.1505 b ; 0.050284 b
1671100 eV ; 2.3864 b ; 0.051374 b
1671700 eV ; 2.6255 b ; 0.051659 b
1672300 eV ; 2.5687 b ; 0.051706 b
1672900 eV ; 2.4196 b ; 0.051611 b
1673500 eV ; 2.2640 b ; 0.050853 b
1674100 eV ; 2.1726 b ; 0.050948 b
1675200 eV ; 1.8289 b ; 0.031374 b
1676600 eV ; 1.8026 b ; 0.030948 b
1678100 eV ; 1.8334 b ; 0.030711 b
1679200 eV ; 2.1827 b ; 0.048957 b
1679800 eV ; 2.7870 b ; 0.050047 b
1680400 eV ; 3.6744 b ; 0.052559 b
1681000 eV ; 4.3268 b ; 0.054218 b
1681600 eV ; 4.5270 b ; 0.054597 b
1682200 eV ; 4.3169 b ; 0.053412 b
1682800 eV ; 3.8710 b ; 0.051659 b
1683400 eV ; 3.4989 b ; 0.050900 b
1684000 eV ; 3.3747 b ; 0.050427 b
1684600 eV ; 3.5318 b ; 0.051090 b
1685200 eV ; 3.9188 b ; 0.052180 b
